PARNAZ;PARNIDK;VYSNAZORI;VYSDRUKOD;DRUHODKOD;VYSBOD;VYSKBO;VYSPDL;VYSPDLBOD;VYSPDLKBO;VYSIDKPER;VYSNIDK;VYSWEBURL;DOKNAZPRI;CR_OBRKOD;RVVOBRSKUK;DUVHODPOP;VYSAUTGARJ;AUTSEZDOM;VYSNAVSEZ;VYRROZKODN;VYSROKUPLK
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;AmenitnÌ migrace do venkovsk˝ch oblastÌ »eskÈ republiky;B;BC;20,00;21,60;0,17;3,33;3,60;RIV/61384399:31150/11:00037927!RIV12-GA0-31150___;uQxTdud!xCNJkdB9djJBU1EBnoE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00037927!RIV12-GA0-31150___;AmenitnÌ migrace do venkovsk˝ch oblastÌ »eskÈ republiky;AH;1;"kniha v oborech II. kategorie (obory mimo NRRE) napsan· v jinÈm neû ""svÏtovÈm jazyce""";Mach·Ëek, Jaroslav;Mach·Ëek, Jaroslav;P(GA403/07/0714);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;An Application of Difference Equations in Economics;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00037176!RIV12-MSM-31140___;rd2Z3qLho!u!kbJUAhL16DRSwkw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037176!RIV12-MSM-31140___;7. konference O matematice a fyzice na vysok˝ch ökol·ch technick˝ch;BA;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Coufal, Jan;Coufal, Jan;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;An Inventory Analysis with Difference Equations;J;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00038227!RIV12-MSM-31140___;QkT8dtVD51k9SGYe1.J!ReN2bhY=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038227!RIV12-MSM-31140___;Mundus Symbolicus;BA;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Coufal, Jan;Coufal, Jan;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;An Optimization of the Production System - Case Study;J;Jneimp;12,00;12,11;1,00;12,00;12,11;RIV/61384399:31140/11:00037038!RIV12-GA0-31140___;78E.Ngv0J2PVWJHybJf7iKZHzi0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037038!RIV12-GA0-31140___;WASET 2011 - Scientific Research and Experimental Development;BB;3;J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze SCOPUS, ISSN tiötÏnÈ podoby;Pelik·n, Jan;Pelik·n, Jan;P(GA402/09/0041);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;"An outline of one answers to the rise and of the ""regulatory state"" within the current entropic crisis";D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/11:00037735!RIV12-MSM-31130___;3KKq4D0FtCDK68KFPQX5JHufyIM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F11%3A00037735!RIV12-MSM-31130___;Metodologia teoria i praktika ekonomiceskaje nauky;AD;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Campbell, Jan;Campbell, Jan;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Analyse de processus dÈcisionnel d'achat dans une entreprise multinationale;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31130/11:00037553!RIV12-MSM-31130___;d-c6KYrHX!DogniaYfZNZDQHD44=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F11%3A00037553!RIV12-MSM-31130___;Trends in international business;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Machek, Martin;Machek, Martin;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of Dependency Ratios in European Countries;D;neu;0,00;0,00;0,80;0,00;0,00;RIV/61384399:31140/11:00037501!RIV12-MSM-31140___;iUU8Q2cUaSh-v.u21BSEnU2VL-I=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037501!RIV12-MSM-31140___;International Days of Statistics and Economics at VäE, Prague;AO;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Miskolczi, Martina;"Miskolczi, Martina; Langhamrov·, Jitka";S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of Exchange Rates Effects on the Main Czech Export Sectors in the Context of Real & Nominal Convergence;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00037237!RIV12-GA0-31140___;HextmzITmsmTJYIV7hhvFq.NLIU=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037237!RIV12-GA0-31140___;Mathematical Methods in Economics 2011;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Huöek, Roman;Huöek, Roman;P(GA402/09/0273);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of Impact of Main Economic Indicators on Unemployment in the Czech Republic;D;neu;0,00;0,00;0,80;0,00;0,00;RIV/61384399:31140/11:00036451!RIV12-MSM-31140___;HjAExHwVpRqmcyMvjpRhkYdjTYk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00036451!RIV12-MSM-31140___;Enterprise and Competitive Environment;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Langhamrov·, Jitka;"Langhamrov·, Jitka; Miskolczi, Martina";P(2D06026);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of incomes in the Czech Republic using the lognormal distribution;J;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00038309!RIV12-MSM-31140___;7XCJ9yBGfsC2mzUuDV.ddfRZL0I=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038309!RIV12-MSM-31140___;Research Journal of Economics, Business and ICT;BB;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;Mal·, Ivana;Mal·, Ivana;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of Long-Term Unemployment in the Czech Republic;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00038145!RIV12-MSM-31140___;iv6w9jo9bm1BZdLh6CjCmF4b.Sc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038145!RIV12-MSM-31140___;International Days of Statistics and Economics;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Lˆster, Tom·ö;Lˆster, Tom·ö;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of the Dependence of the Housing Characteristics on the Household Type in the Czech Republic;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00036042!RIV12-MSM-31140___;1AYeVMqI!kbF5Hnp.R1-c1BRhQw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00036042!RIV12-MSM-31140___;Aplimat 2011;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;ÿezankov·, Hana;"ÿezankov·, Hana; Lˆster, Tom·ö";I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of the Development in Wage Distributions of Men and Women in the Czech Republic in Recent Years;J;Jrec;4,00;4,04;1,00;4,00;4,04;RIV/61384399:31140/11:00036631!RIV12-MSM-31140___;L4Eu5Xwe+SJ5.2stzRp+.dp6LFo=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00036631!RIV12-MSM-31140___;Statistika;BB;3;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";BÌlkov·, Diana;BÌlkov·, Diana;Z(MSM6138439910);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of the Distribution of Income in Recent Years in the Czech Republic by Region;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00037466!RIV12-MSM-31140___;KcTir8YVsLEIzVQYWJG0YimSW60=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037466!RIV12-MSM-31140___;International Days of Statistics and Economics at VäE, Prague;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;BÌlkov·, Diana;BÌlkov·, Diana;S, Z(MSM6138439910);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;The Analysis of the Economic Benefits in Training of Public Administration Employees;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/11:00038327!RIV12-MSM-31150___;QnA4!m2-vj4FxewMCFRT4Wstv74=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00038327!RIV12-MSM-31150___;EvropskÈ pedagogickÈ fÛrum 2011 - SouËasn· spoleËnost a profese uËitele;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;PÏkn·, Jitka;PÏkn·, Jitka;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of the Income Distribution in Capital Prague Region in 2002-2009 and Prediction for 2010;J;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00038159!RIV12-MSM-31140___;tnY5ncqkGkF7un7Mp!ZFji2J1tE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038159!RIV12-MSM-31140___;Research Journal of Economics, Business and ICT;BB;3;»l·nek v Ëasopise m· ISSN, ale to nespad· do û·dnÈ bodovanÈ kategorie.;BÌlkov·, Diana;BÌlkov·, Diana;S, Z(MSM6138439910);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;The Analysis of the Possibilities of Training of the Civil Servants in France;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/11:00036851!RIV12-MSM-31150___;r9H.y2NY3Tt0eTa5LEALI2wQuXA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00036851!RIV12-MSM-31150___;Recenzovan˝ sbornÌk p¯ÌspÏvk˘ interdisciplin·rnÌ mezin·rodnÌ vÏdeckÈ konference doktorand˘ QUAERE 2011;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;PÏkn·, Jitka;PÏkn·, Jitka;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Analysis of the Provided Cross-Border Mergers in the Czech Republic from 2008 to 2010;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/11:00037621!RIV12-GA0-31110___;ETUW6h5rKY1VZS4FkBq1rLK0YcM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00037621!RIV12-GA0-31110___;Recent Researches in Economics and Managemet Transformation;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Sklen·r, Roman;Sklen·r, Roman;P(GAP403/11/0002);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Analysis of time series of Life expectancy in the Czech Republic;D;neu;0,00;0,00;0,80;0,00;0,00;RIV/61384399:31140/11:00036848!RIV12-GA0-31140___;ujaNkMdk!AGqFFZ53sVJhdHyM+w=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00036848!RIV12-GA0-31140___;ASMDA 2011 - Applied Stochastic Models and Data Analysis;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Arltov·, MarkÈta;"Arltov·, MarkÈta; Langhamrov·, Jitka";P(GA402/09/0369);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;The Analysis of Using of e-Government in Communication with Health Insurance Funds;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31150/11:00036751!RIV12-MSM-31150___;dV7yz5RkGMTAww2VuZ3Nn3-Xp!k=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00036751!RIV12-MSM-31150___;SbornÌk p¯ÌspÏvk˘ z XI. mezin·rodnÌ konference student˘ a mlad˝ch v˝zkumn˝ch pracovnÌk˘ IMEA 2011;AE;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;PÏkn·, Jitka;PÏkn·, Jitka;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Analytick˝ tomismus KrakovskÈho kruhu;J;Jneimp;12,00;13,30;1,00;12,00;13,30;RIV/61384399:31150/11:00038137!RIV12-MSM-31150___;a69UuRpjsfofsEX..TfD+-FquWw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00038137!RIV12-MSM-31150___;Filosofick˝ Ëasopis;AA;10;J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze SCOPUS, ISSN tiötÏnÈ podoby;Vacura, Miroslav;Vacura, Miroslav;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Anal˝za ASP trhu;J;Jrec;4,00;4,04;1,00;4,00;4,04;RIV/61384399:31140/11:00037068!RIV12-MSM-31140___;7I9c2rp!HryW+fzkE6WCgKL8Ktw=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00037068!RIV12-MSM-31140___;SystÈmov· integrace;IN;3;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Chud·n, David;Chud·n, David;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Anal˝za burzovnÌch index˘;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00036491!RIV12-MSM-31140___;jdbKQCCvWp3mLBs2UJsw1eNS.y0=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00036491!RIV12-MSM-31140___;SbornÌk pracÌ ˙ËastnÌk˘ vÏdeckÈho semin·¯e doktorandskÈho studia Fakulty informatiky a statistiky VäE v Praze;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;K¯epelov·, Marika;K¯epelov·, Marika;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za forem p¯edkl·d·nÌ ˙ËetnÌch z·vÏrek s ohledem na moûnosti jejich dalöÌho vyuûitÌ;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/11:00037003!RIV12-MSM-31110___;EBVhMGa!FzE88I8LQEa13d-M0gg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00037003!RIV12-MSM-31110___;EvropskÈ finanËnÌ systÈmy 2011;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Velechovsk·, Lenka;"Velechovsk·, Lenka; œurianov·, Gabriela";S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Anal˝za investiËnÌch n·stroj˘;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00038109!RIV12-MSM-31140___;FUXTmaCwfI.NQG325f8SCbDBSWA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038109!RIV12-MSM-31140___;Mezin·rodnÌ vÏdeck˝ semin·¯ - NovÈ trendy v ekonometrii a opereËnÌm v˝zkumu;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Myna¯Ìk, Petr;Myna¯Ìk, Petr;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za legislativnÌch poûadavk˘ na zve¯ejÚov·nÌ ˙ËetnÌch z·vÏrek v »R;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/11:00036803!RIV12-MSM-31110___;Y5Saq.b1UVmTYArIuyPU0sLrgW4=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00036803!RIV12-MSM-31110___;The 12th Annual Doctoral Conference of the Faculty of Finance and Accounting;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;œurianov·, Gabriela;œurianov·, Gabriela;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za navrhovan˝ch zmÏn v dohledu nadn·rodnÌch finanËnÌch skupin;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/11:00038630!RIV12-GA0-31110___;F7GotxasGAYrh!hWeLSGHRXuJFA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00038630!RIV12-GA0-31110___;Aktu·lnÌ ot·zky financÌ a finanËnÌho pr·va z hlediska fisk·lnÌ a monet·rnÌ podpory hospod·¯skÈho r˘stu v zemÌch st¯ednÌ a v˝chodnÌ Evropy po roce 2010;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Blahov·, NaÔa;Blahov·, NaÔa;P(GAP402/10/0289);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za plat˘ ve ve¯ejnÈm sektoru;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31110/11:00037378!RIV12-MSM-31110___;Dq3I5QcrUX3G+Cf+7!haj8D1t!s=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00037378!RIV12-MSM-31110___;TeoretickÈ a praktickÈ aspekty ve¯ejn˝ch financÌ;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;Ernegrov·, Blanka;Ernegrov·, Blanka;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Anal˝za podielu dlhu na HDP;D;neu;0,00;0,00;1,00;0,00;0,00;RIV/61384399:31140/11:00038110!RIV12-MSM-31140___;GR3W!qpMCeUmZJYKob-1t-f!prA=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038110!RIV12-MSM-31140___;Mezin·rodnÌ vÏdeck˝ semin·¯ - NovÈ trendy v ekonometrii a opereËnÌm v˝zkumu;AH;1;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;äkoluda, V·clav;äkoluda, V·clav;S;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za podmÌnek ËistÈ investiËnÌ pozice v rozvinut˝ch a tranzitivnÌch ekonomik·ch;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31110/11:00038046!RIV12-MSM-31110___;yPKragAd-x74KsYmwUVYHR4JTLk=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00038046!RIV12-MSM-31110___;»esk˝ finanËnÌ a ˙ËetnÌ Ëasopis;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Br˘na, Karel;Br˘na, Karel;Z(MSM6138439903);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta informatiky a statistiky;orjk:31140;Anal˝za p¯ÌjmovÈho rozdÏlenÌ v »eskÈ republice podle kraj˘;D;neu;0,00;0,00;0,67;0,00;0,00;RIV/61384399:31140/11:00038481!RIV12-MSM-31140___;-MitDaB1M.Q1ZepyMbuzFo.dfVE=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31140%2F11%3A00038481!RIV12-MSM-31140___;SEMAFOR 2011;BB;3;»l·nek ve sbornÌku m· uvedeno ISBN nebo ISSN, ale to nenÌ v datab·zi Conference Proceedings Citation Index spoleËnosti Thomson Reuters.;BÌlkov·, Diana;BÌlkov·, Diana;S, Z(MSM6138439910);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Anal˝za projekt˘ Iniciativy SpoleËenstvÌ INTERREG IIIA v r·mci Ëesko-slovenskÈ p¯eshraniËnÌ spolupr·ce;J;Jrec;4,00;4,32;0,67;2,67;2,88;RIV/61384399:31150/11:00038683!RIV12-MSM-31150___;ARLyKp1HKdJ1x877oxAcFXUo4bU=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00038683!RIV12-MSM-31150___;Region·lnÌ studia;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Tomeöov·, Jana;Tomeöov·, Jana;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Anal˝za rizika v CBA;N/A;N;40,00;16,33;0,75;30,00;12,25;RIV/61384399:31130/11:00038806!RIV12-MD0-31130___;g.5LA0X+NJkrzYqd7anpV8za8wg=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F11%3A00038806!RIV12-MD0-31130___;;AH;1;N: certifikovan· metodika a postup;Hnilica, Ji¯Ì;"Hnilica, Ji¯Ì; Sieber, Patrik; Sieber, Martina";P(CG712-030-520);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Anal˝za ukazatele NAIRU na sektorovÈ ˙rovni;J;Jimp;16,03;17,32;0,67;10,69;11,54;RIV/61384399:31150/11:00037144!RIV12-MSM-31150___;PTD0onQuxcHVath3kpFPuvDiJYc=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00037144!RIV12-MSM-31150___;Politick· ekonomie;AH;1;J_imp Ël·nek v impaktovanÈm Ëasopise;Kade¯·bkov·, Boûena;Kade¯·bkov·, Boûena;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta podnikohospod·¯sk·;orjk:31130;Anal˝za v˝kaznictvÌ cenn˝ch papÌr˘ mal˝mi a st¯ednÌmi podniky v »R;J;Jrec;4,00;4,32;0,33;1,33;1,44;RIV/61384399:31130/11:00036938!RIV12-GA0-31130___;FeTytZXurbLT2NSEaw1hdGb8wXM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31130%2F11%3A00036938!RIV12-GA0-31130___;Journal of Competitiveness;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";Strouhal, Ji¯Ì;Strouhal, Ji¯Ì;P(GA402/09/0225), P(GAP403/11/0002);0;2011
Vysok· ökola ekonomick· v Praze / Fakulta n·rodohospod·¯sk·;orjk:31150;Anal˝za v˝voje a rizik stavebnÌho spo¯enÌ v »eskÈ republice;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31150/11:00038251!RIV12-MSM-31150___;QgqV!+R1w76E8ZjXgK!idSAKvfM=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31150%2F11%3A00038251!RIV12-MSM-31150___;»esk˝ finanËnÌ a ˙ËetnÌ Ëasopis;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";ÿeû·bek, Pavel;ÿeû·bek, Pavel;I;0;2011
Vysok· ökola ekonomick· v Praze / Fakulta financÌ a ˙ËetnictvÌ;orjk:31110;Anal˝za vztahu akciov˝ch v˝nos˘ a inflace: d˘sledek re·ln˝ch öok˘ nebo penÏûnÌ iluze?;J;Jrec;4,00;4,32;1,00;4,00;4,32;RIV/61384399:31110/11:00038041!RIV12-GA0-31110___;k8IeRPmCUCw12US8+UfwwA8WEMQ=;http://www.isvav.cz/h12/resultDetail.do?rowId=RIV%2F61384399%3A31110%2F11%3A00038041!RIV12-GA0-31110___;»esk˝ finanËnÌ a ˙ËetnÌ Ëasopis;AH;1;"J_neimp Ël·nek v recenzovanÈm Ëasopise, datab·ze ""Seznam recenzovan˝ch periodik"", II. kategorie (ostatnÌ obory)";HavlÌËek, David;HavlÌËek, David;P(GA402/09/1507);0;2011
